sceAta_driver
  0x28A8E98A, sceRegGetKeyValue
  0x2C0DB9DD, sceRegGetKeysNum
  0x2D211135, sceRegGetKeys
  0x4CA16893, sceRegRemoveCategory
  0x3615BC87, sceRegRemoveKey
  0xC5768D02, sceRegGetKeyInfoByName
  0x30BE0259, sceRegGetKeyValueByName
sceRtc
  0xC41C2853, sceRtcGetTickResolution
  0x3F7AD767, sceRtcGetCurrentTick
  0x029CA3B3, sceRtc_029CA3B3
  0x4CFA57B0, sceRtcGetCurrentClock
  0xE7C27D1B, sceRtcGetCurrentClockLocalTime
  0x34885E0D, sceRtcConvertUtcToLocalTime
  0x779242A2, sceRtcConvertLocalTimeToUTC
  0x42307A17, sceRtcIsLeapYear
  0x05EF322C, sceRtcGetDaysInMonth
  0x57726BC1, sceRtcGetDayOfWeek
  0x4B1B5E82, sceRtcCheckValid
  0x3A807CC8, sceRtcSetTime_t
  0x27C4594C, sceRtcGetTime_t
  0xF006F264, sceRtcSetDosTime
  0x36075567, sceRtcGetDosTime
  0x7ACE4C04, sceRtcSetWin32FileTime
  0xCF561893, sceRtcGetWin32FileTime
  0x7ED29E40, sceRtcSetTick
  0x6FF40ACC, sceRtcGetTick
  0x9ED0AE87, sceRtcCompareTick
  0x44F45E05, sceRtcTickAddTicks
  0x26D25A5D, sceRtcTickAddMicroseconds
  0xF2A4AFE5, sceRtcTickAddSeconds
  0xE6605BCA, sceRtcTickAddMinutes
  0x26D7A24A, sceRtcTickAddHours
  0xE51B4B7A, sceRtcTickAddDays
  0xCF3A2CA8, sceRtcTickAddWeeks
  0xDBF74F1B, sceRtcTickAddMonths
  0x42842C77, sceRtcTickAddYears
  0xC663B3B9, sceRtcFormatRFC2822
  0x7DE6711B, sceRtcFormatRFC2822LocalTime
  0x0498FB3C, sceRtcFormatRFC3339
  0x27F98543, sceRtcFormatRFC3339LocalTime
  0xDFBC5F16, sceRtcParseDateTime
  0x28E1E988, sceRtcParseRFC3339
sceRtc_driver
  0x912BEE56, sceRtcInit
  0xCE27DE2F, sceRtcEnd
  0x9CC2797E, sceRtcSuspend
  0x48D07D70, sceRtcResume
  0xF0B5571C, sceRtcSynchronize
  0x759937C5, sceRtcSetConf
  0xC41C2853, sceRtcGetTickResolution
  0x9763C138, sceRtcSetCurrentTick
  0x17C26C00, sceRtc_driver_17C26C00
  0x3F7AD767, sceRtcGetCurrentTick
  0xB44BDAED, sceRtc_driver_B44BDAED
  0x029CA3B3, sceRtc_driver_029CA3B3
  0x4CFA57B0, sceRtcGetCurrentClock
  0xE7C27D1B, sceRtcGetCurrentClockLocalTime
  0x34885E0D, sceRtcConvertUtcToLocalTime
  0x779242A2, sceRtcConvertLocalTimeToUTC
  0x7D1FBED3, sceRtcSetAlarmTick
  0xC2DDBEB5, sceRtcGetAlarmTick
  0x42307A17, sceRtcIsLeapYear
  0x05EF322C, sceRtcGetDaysInMonth
  0x57726BC1, sceRtcGetDayOfWeek
  0x4B1B5E82, sceRtcCheckValid
  0x3A807CC8, sceRtcSetTime_t
  0x27C4594C, sceRtcGetTime_t
  0xF006F264, sceRtcSetDosTime
  0x36075567, sceRtcGetDosTime
  0x7ACE4C04, sceRtcSetWin32FileTime
  0xCF561893, sceRtcGetWin32FileTime
  0x7ED29E40, sceRtcSetTick
  0x6FF40ACC, sceRtcGetTick
  0x9ED0AE87, sceRtcCompareTick
  0x44F45E05, sceRtcTickAddTicks
  0x26D25A5D, sceRtcTickAddMicroseconds
  0xF2A4AFE5, sceRtcTickAddSeconds
  0xE6605BCA, sceRtcTickAddMinutes
  0x26D7A24A, sceRtcTickAddHours
  0xE51B4B7A, sceRtcTickAddDays
  0xCF3A2CA8, sceRtcTickAddWeeks
  0xDBF74F1B, sceRtcTickAddMonths
  0x42842C77, sceRtcTickAddYears
  0xC663B3B9, sceRtcFormatRFC2822
  0x7DE6711B, sceRtcFormatRFC2822LocalTime
  0x0498FB3C, sceRtcFormatRFC3339
  0x27F98543, sceRtcFormatRFC3339LocalTime
  0xDFBC5F16, sceRtcParseDateTime
  0x28E1E988, sceRtcParseRFC3339
sceSemawm
  0x77C42467, sceSemawm_77C42467
  0x51E51869, sceSemawm_51E51869
  0x4C268535, sceSemawm_4C268535
  0x5B6C204D, sceSemawm_5B6C204D
  0x6FEA0A45, sceSemawm_6FEA0A45
sceSircs
  0x71EEF62D, sceSircsSend
sceSircs_driver
  0x62411801, sceSircsInit
  0x19155A2F, sceSircsEnd
  0x71EEF62D, sceSircsSend
StdioForKernel
  0x2CCF071A, fdprintf
  0xCAB439DF, printf
  0x4F78930A, fdputc
  0xD768752A, putchar
  0x36B23B8B, fdputs
  0xD97C8CB9, puts
  0xD2B2A2A7, fdgetc
  0x7E338487, getchar
  0x11A5127A, fdgets
  0xBFF7E760, gets
  0x172D316E, sceKernelStdin
  0xA6BAB2E9, sceKernelStdout
  0xF78BA90A, sceKernelStderr
  0x98220F3E, sceKernelStdoutReopen
  0xFB5380C5, sceKernelStderrReopen
StdioForUser
  0x3054D478, sceKernelStdioRead
  0x0CBB0571, sceKernelStdioLseek
  0xA46785C9, sceKernelStdioSendChar
  0xA3B931DB, sceKernelStdioWrite
  0x9D061C19, sceKernelStdioClose
  0x924ABA61, sceKernelStdioOpen
  0x172D316E, sceKernelStdin
  0xA6BAB2E9, sceKernelStdout
  0xF78BA90A, sceKernelStderr
SysclibForKernel
  0x476FD94A, strcat
  0x89B79CB1, strcspn
  0xD1CD40E5, index
  0x243665ED, rindex
  0x90C5573D, strnlen
  0x0DFB7B6C, strpbrk
  0x62AE052F, strspn
  0x0D188658, strstr
  0x87F8D2DA, strtok
  0x1AB53A58, strtok_r
  0x47DD934D, strtol
  0x1D83F344, atob
  0x6A7900E1, strtoul
  0x8AF6B8F8, SysclibForKernel_8AF6B8F8
  0xDF17F4A2, SysclibForKernel_DF17F4A2
  0x7DEE14DE, SysclibForKernel_7DEE14DE
  0x5E8E5F42, SysclibForKernel_5E8E5F42
  0xC0AB8932, strcmp
  0xEC6F1CF2, strcpy
  0xB1DC2AE8, strchr
  0x4C0E0274, strrchr
  0x7AB35214, strncmp
  0xB49A7697, strncpy
  0x52DF196C, strlen
  0xD3D1A3B9, strncat
  0x68A78817, memchr
  0xAB7592FF, memcpy
  0x10F3BB61, memset
  0x81D0D1F7, memcmp
  0xA48D2592, memmove
  0x097049BD, bcopy
  0x7F8A6F23, bcmp
  0x86FEFCE9, bzero
  0xCE2F7487, toupper
  0x3EC5BBF6, tolower
  0x32C767F2, look_ctype_table
  0xD887CACD, get_ctype_table
  0x87C78FB6, prnt
  0x7661E728, sprintf
  0x909C228B, setjmp
  0x18FE80DB, longjmp
  0x1493EBD9, wmemset
sceSyscon_driver
  0x0A771482, sceSysconInit
  0x92D16FC7, sceSysconEnd
  0x081826B4, sceSysconSuspend
  0x56931095, sceSysconResume
  0x5EE92F3C, sceSysconSetDebugHandlers
  0x5FF1D610, sceSyscon_driver_5FF1D610
  0xAD555CE5, sceSysconSetLowBatteryCallback
  0xF281805D, sceSysconSetPowerSwitchCallback
  0xA068B3D0, sceSysconSetAlarmCallback
  0xE540E532, sceSyscon_driver_E540E532
  0xBBFB70C0, sceSysconSetHPConnectCallback
  0x805180D1, sceSysconSetHRPowerCallback
  0x53072985, sceSysconSetWlanSwitchCallback
  0xF9193EC3, sceSysconSetWlanPowerCallback
  0x7479DB05, sceSysconSetHoldSwitchCallback
  0x6848D817, sceSysconSetUmdSwitchCallback
  0x5B9ACC97, sceSysconCmdExec
  0x3AC3D2A4, sceSysconCmdExecAsync
  0x1602ED0D, sceSysconCmdCancel
  0xF350F666, sceSysconCmdSync
  0x86D4CAD8, sceSyscon_driver_86D4CAD8
  0x32CFD20F, sceSysconIsLowBattery
  0xEC0DE439, sceSysconGetPowerSwitch
  0xEA5B9823, sceSysconIsAlarmed
  0xE20D08FE, sceSyscon_driver_E20D08FE
  0xE0DDFE18, sceSysconGetHPConnect
  0xBDA16E46, sceSysconGetWlanSwitch
  0xF6BB4649, sceSysconGetHoldSwitch
  0x138747DE, sceSysconGetUmdSwitch
  0x71AE1BCE, sceSysconGetHRPowerStatus
  0x7016161C, sceSysconGetWlanPowerStatus
  0x48AB0E44, sceSysconGetLeptonPowerCtrl
  0x628F2351, sceSysconGetMsPowerCtrl
  0x3C739F57, sceSysconGetHRPowerCtrl
  0xEC37C549, sceSysconGetWlanPowerCtrl
  0x8DDA4CA6, sceSyscon_driver_8DDA4CA6
  0x52B74B6C, sceSyscon_driver_52B74B6C
  0x1B17D3E3, sceSyscon_driver_1B17D3E3
  0x5F19C00F, sceSysconGetLcdPowerCtrl
  0xCC04A978, sceSysconGetWlanLedCtrl
  0xE6B74CB9, sceSysconNop
  0x7EC5A957, sceSyscon_driver_7EC5A957
  0x7BCC5EAE, sceSyscon_driver_7BCC5EAE
  0x3B657A27, sceSyscon_driver_3B657A27
  0xFC32141A, sceSysconGetPowerSupplyStatus
  0xF775BC34, sceSyscon_driver_F775BC34
  0xA9AEF39F, sceSyscon_driver_A9AEF39F
  0xC4D66C1D, sceSysconReadClock
  0xC7634A7A, sceSysconWriteClock
  0x7A805EE4, sceSysconReadAlarm
  0x6C911742, sceSysconWriteAlarm
  0x65EB6096, sceSyscon_driver_65EB6096
  0xEB277C88, sceSyscon_driver_EB277C88
  0x992C22C2, sceSysconSendSetParam
  0x08234E6D, sceSysconReceiveSetParam
  0x882F0AAB, sceSyscon_driver_882F0AAB
  0x2EE82492, sceSyscon_driver_2EE82492
  0x8CBC7987, sceSysconResetDevice
  0x00E7B6C2, sceSyscon_driver_00E7B6C2
  0x44439604, sceSysconCtrlHRPower
  0xC8439C57, sceSysconPowerStandby
  0x91E183CB, sceSysconPowerSuspend
  0xE7E87741, sceSyscon_driver_E7E87741
  0xFB148FB6, sceSyscon_driver_FB148FB6
  0x01677F91, sceSysconCtrlVoltage
  0xBE27FE66, sceSysconCtrlPower
  0x09721F7F, sceSysconGetPowerStatus
  0x18BFBE65, sceSysconCtrlLED
  0xD1B501E8, sceSyscon_driver_D1B501E8
  0x3DE38336, sceSyscon_driver_3DE38336
  0x2B9E6A06, sceSysconGetPowerError
  0x8A4519F5, sceSysconCtrlLeptonPower
  0x99BBB24C, sceSysconCtrlMsPower
  0xF0ED3255, sceSysconCtrlWlanPower
  0x3C6DB1C5, sceSyscon_driver_3C6DB1C5
  0xB2558E37, sceSyscon_driver_B2558E37
  0xE5E35721, sceSyscon_driver_E5E35721
  0x9478F399, sceSysconCtrlLcdPower
  0x806D4D6C, sceSyscon_driver_806D4D6C
  0xD8471760, sceSyscon_driver_D8471760
  0xEAB13FBE, sceSyscon_driver_EAB13FBE
  0xC5075828, sceSyscon_driver_C5075828
  0xE448FD3F, sceSysconBatteryNop
  0x6A53F3F8, sceSysconBatteryGetStatusCap
  0x70C10E61, sceSysconBatteryGetTemp
  0x8BDEBB1E, sceSysconBatteryGetVolt
  0x373EC933, sceSysconBatteryGetElec
  0x82861DE2, sceSysconBatteryGetRCap
  0x876CA580, sceSysconBatteryGetCap
  0x71135D7D, sceSysconBatteryGetFullCap
  0x7CBD4522, sceSysconBatteryGetIFC
  0x284FE366, sceSysconBatteryGetLimitTime
  0x75025299, sceSysconBatteryGetStatus
  0xB5105D51, sceSysconBatteryGetCycle
  0xD5340103, sceSysconBatteryGetSerial
  0xFA4C4518, sceSysconBatteryGetInfo
  0xB71B98A8, sceSysconBatteryGetTempAD
  0x87671B18, sceSysconBatteryGetVoltAD
  0x75D22BF8, sceSysconBatteryGetElecAD
  0x4C539345, sceSysconBatteryGetTotalElec
  0x4C0EE2FA, sceSyscon_driver_4C0EE2FA
  0x1165C864, sceSyscon_driver_1165C864
  0x68EF0BEF, sceSyscon_driver_68EF0BEF
  0x36E28C5F, sceSysconBatteryAuth
  0x08DA3752, sceSyscon_driver_08DA3752
  0x9C4E3CA9, sceSyscon_driver_9C4E3CA9
  0x34C36FF9, sceSyscon_driver_34C36FF9
  0xB8919D79, sceSysconMsOn
  0x7BE86143, sceSysconMsOff
  0x0E8560F9, sceSysconWlanOn
  0x1B60C8AD, sceSysconWlanOff
  0xE00BFC9E, sceSyscon_driver_E00BFC9E
  0xC8D97773, sceSyscon_driver_C8D97773
SysMemForKernel
  0x1C1FBFE7, sceKernelCreateHeap
  0xC9805775, sceKernelDeleteHeap
  0xEB7A74DB, sceKernelAllocHeapMemoryWithOption
  0x636C953B, sceKernelAllocHeapMemory
  0x7B749390, sceKernelFreeHeapMemory
  0xA823047E, sceKernelHeapTotalFreeSize
  0xB2163AA1, sceKernelGetHeapTypeCB
  0xEFF0C6DD, SysMemForKernel_EFF0C6DD
  0xEFEEBAC7, SysMemForKernel_EFEEBAC7
  0x2DB687E9, sceKernelIsValidHeap
  0x55A40B2C, sceKernelQueryMemoryPartitionInfo
  0xE6581468, sceKernelPartitionMaxFreeMemSize
  0x9697CD32, sceKernelPartitionTotalFreeMemSize
  0xA2A65F0E, sceKernelFillFreeBlock
  0x237DBD4F, sceKernelAllocPartitionMemory
  0xEE867074, sceKernelSizeLockMemoryBlock
  0xCE5544F4, sceKernelResizeMemoryBlock
  0x5EBE73DE, sceKernelJointMemoryBlock
  0x915EF4AC, SysMemForKernel_915EF4AC
  0xB6D61D02, sceKernelFreePartitionMemory
  0x2A3E5280, sceKernelQueryMemoryInfo
  0xEB4C0E1B, sceKernelQueryBlockSize
  0x82CCA14F, sceKernelQueryMemoryBlockInfo
  0x9D9A5BA1, sceKernelGetBlockHeadAddr
  0x2F3B7611, SysMemForKernel_2F3B7611
  0x6C1DCD41, sceKernelCallUIDFunction
  0x5367923C, sceKernelCallUIDObjFunction
  0xCE05CCB7, SysMemForKernel_CE05CCB7
  0x6CD838EC, sceKernelLookupUIDFunction
  0xAD09C397, sceKernelCreateUIDtypeInherit
  0xFEFC8666, sceKernelCreateUIDtype
  0xD1BAB054, sceKernelDeleteUIDtype
  0x1C221A08, sceKernelGetUIDname
  0x2E3402CC, sceKernelRenameUID
  0x39357F07, sceKernelGetUIDtype
  0x89A74008, sceKernelCreateUID
  0x8F20C4C0, sceKernelDeleteUID
  0x55BFD686, sceKernelSearchUIDbyName
  0xCF4DE78C, sceKernelGetUIDcontrolBlock
  0x41FFC7F9, sceKernelGetUIDcontrolBlockWithType
  0x82D3CEE3, SysMemForKernel_82D3CEE3
  0xDFAEBD5B, sceKernelIsHold
  0x7BE95FA0, sceKernelHoldUID
  0xFE8DEBE0, sceKernelReleaseUID
  0xBD5941B4, sceKernelSysmemIsValidAccess
  0x80F25772, sceKernelIsValidUserAccess
  0x3905D956, sceKernelSysMemCheckCtlBlk
  0x26F96157, sceKernelSysMemDump
  0x6D6200DD, sceKernelSysMemDumpBlock
  0x621037F5, sceKernelSysMemDumpTail
  0xE400FDB0, sceKernelSysMemInit
  0x1890BE9C, sceKernelSysMemMemSize
  0x03072750, sceKernelSysMemMaxFreeMemSize
  0x811BED79, sceKernelSysMemTotalFreeMemSize
  0xF6C10E27, sceKernelGetSysMemoryInfo
  0xCDA3A2F7, SysMemForKernel_CDA3A2F7
  0x960B888C, SysMemForKernel_960B888C
  0x3FC9AE6A, sceKernelDevkitVersion
  0x4887802f, sceKernelMemset32
  0xA089ECA4, sceKernelMemset
  0xB2C7AA36, sceKernelSetDdrMemoryProtection
SysMemUserForUser
  0xA291F107, sceKernelMaxFreeMemSize
  0xF919F628, sceKernelTotalFreeMemSize
  0x237DBD4F, sceKernelAllocPartitionMemory
  0xB6D61D02, sceKernelFreePartitionMemory
  0x9D9A5BA1, sceKernelGetBlockHeadAddr
  0x3FC9AE6A, sceKernelDevkitVersion
sceSysEventForKernel
  0xAEB300AE, sceKernelIsRegisterSysEventHandler
  0xCD9E4BB5, sceKernelRegisterSysEventHandler
  0xD7D3FDCD, sceKernelUnregisterSysEventHandler
  0x36331294, sceKernelSysEventDispatch
  0x68D55505, sceKernelReferSysEventHandler
sceSuspendForKernel
  0xBDE686CD, sceKernelRegisterPowerHandlers
  0xEADB1BD7, sceKernelPowerLock
  0xB53B2147, sceKernelPowerLockForUser
  0x3AEE7261, sceKernelPowerUnlock
  0xC7C928C7, sceKernelPowerUnlockForUser
  0x090CCB3F, sceKernelPowerTick
  0x98A1D061, sceKernelPowerRebootStart
  0x91A77137, sceKernelRegisterSuspendHandler
  0xB43D1A8C, sceKernelRegisterResumeHandler
  0x67B59042, sceSuspendForKernel_67B59042
  0xB2C9640B, sceSuspendForKernel_B2C9640B
  0x8F58B1EC, sceKernelDispatchSuspendHandlers
  0x0AB0C6F3, sceKernelDispatchResumeHandlers
sceSuspendForUser
  0xEADB1BD7, sceKernelPowerLock
  0x3AEE7261, sceKernelPowerUnlock
  0x090CCB3F, sceKernelPowerTick
  0x3E0271D3, sceSuspendForUser_3E0271D3
  0xA14F40B2, sceSuspendForUser_A14F40B2
  0xA569E425, sceSuspendForUser_A569E425
KDebugForKernel
  0xE7A3874D, sceKernelRegisterAssertHandler
  0x2FF4E9F9, sceKernelAssert
  0x9B868276, sceKernelGetDebugPutchar
  0xE146606D, sceKernelRegisterDebugPutchar
  0x7CEB2C09, sceKernelRegisterKprintfHandler
  0x84F370BC, Kprintf
  0x5CE9838B, sceKernelDebugWrite
  0x66253C4E, sceKernelRegisterDebugWrite
  0xDBB5597F, sceKernelDebugRead
  0xE6554FDA, sceKernelRegisterDebugRead
  0xB9C643C9, sceKernelDebugEcho
  0x7D1C74F0, sceKernelDebugEchoSet
  0x24C32559, KDebugForKernel_24C32559
  0xD636B827, sceKernelRemoveByDebugSection
  0x5282DD5E, KDebugForKernel_5282DD5E
  0x9F8703E4, KDebugForKernel_9F8703E4
  0x333DCEC7, KDebugForKernel_333DCEC7
  0xE892D9A1, KDebugForKernel_E892D9A1
  0xA126F497, KDebugForKernel_A126F497
  0xB7251823, KDebugForKernel_B7251823
sceSysreg_driver
  0x9C863542, sceSysregInit
  0xF2DEAA14, sceSysregEnd
  0xE88B77ED, sceSysreg_driver_E88B77ED
  0xCD0F6715, sceSysreg_driver_CD0F6715
  0x844AF6BD, sceSysreg_driver_844AF6BD
  0xE2A5D1EE, sceSysreg_driver_E2A5D1EE
  0x4F46EEDE, sceSysreg_driver_4F46EEDE
  0x8F4F4E96, sceSysreg_driver_8F4F4E96
  0xC29D614E, sceSysregTopResetEnable
  0xDC6139A4, sceSysregScResetEnable
  0xDE59DACB, sceSysregMeResetEnable
  0x2DB0EB28, sceSysregMeResetDisable
  0x26283A6F, sceSysregAwResetEnable
  0xA374195E, sceSysregAwResetDisable
  0xD20581EA, sceSysregVmeResetEnable
  0x7558064A, sceSysregVmeResetDisable
  0x9BB70D34, sceSysregAvcResetEnable
  0xFD6C562B, sceSysregAvcResetDisable
  0xCD4FB614, sceSysregUsbResetEnable
  0x69EECBE5, sceSysregUsbResetDisable
  0xF5B80837, sceSysregAtaResetEnable
  0x8075303F, sceSysregAtaResetDisable
  0x00C2628E, sceSysregMsifResetEnable
  0xEC4BF81F, sceSysregMsifResetDisable
  0x8A7F9EB4, sceSysregKirkResetEnable
  0xC32F2491, sceSysregKirkResetDisable
  0xB21B6CBF, sceSysreg_driver_B21B6CBF
  0xBB3623DF, sceSysreg_driver_BB3623DF
  0x53A6838B, sceSysreg_driver_53A6838B
  0xB4560C45, sceSysreg_driver_B4560C45
  0xDCA57573, sceSysreg_driver_DCA57573
  0x44F6CDA7, sceSysregMeBusClockEnable
  0x158AD4FC, sceSysregMeBusClockDisable
  0x4D4CE2B8, sceSysreg_driver_4D4CE2B8
  0x789BD609, sceSysreg_driver_789BD609
  0x391CE1C0, sceSysreg_driver_391CE1C0
  0x82D35024, sceSysreg_driver_82D35024
  0xAF904657, sceSysregAwEdramBusClockEnable
  0x438AECE9, sceSysregAwEdramBusClockDisable
  0x678AD3ED, sceSysregDmacplusBusClockEnable
  0x168C09B8, sceSysregDmacplusBusClockDisable
  0x7E7EBC20, sceSysregDmacBusClockEnable
  0xA265C719, sceSysregDmacBusClockDisable
  0x4F5AFBBE, sceSysregKirkBusClockEnable
  0x845DD1A6, sceSysregKirkBusClockDisable
  0x16909002, sceSysregAtaBusClockEnable
  0xB6C10DF0, sceSysregAtaBusClockDisable
  0x3E216017, sceSysregUsbBusClockEnable
  0xBFBABB63, sceSysregUsbBusClockDisable
  0x4716E71E, sceSysregMsifBusClockEnable
  0x826430C0, sceSysregMsifBusClockDisable
  0x7CC6CBFD, sceSysregEmcddrBusClockEnable
  0xEE6B9411, sceSysregEmcddrBusClockDisable
  0xF97D9D73, sceSysregEmcsmBusClockEnable
  0x2D0F7755, sceSysregEmcsmBusClockDisable
  0x63B9EB65, sceSysregApbBusClockEnable
  0xE1AA9788, sceSysregApbBusClockDisable
  0xAA63C8BD, sceSysregAudioBusClockEnable
  0x054AC8C6, sceSysregAudioBusClockDisable
  0x6B01D71B, sceSysregAtaClkEnable
  0xFC186A83, sceSysregAtaClkDisable
  0x7234EA80, sceSysregUsbClkEnable
  0x38EC3281, sceSysregUsbClkDisable
  0x31154490, sceSysregMsifClkEnable
  0x8E2D835D, sceSysregMsifClkDisable
  0x8835D1E1, sceSysregSpiClkEnable
  0x8B90B8B5, sceSysregSpiClkDisable
  0x7725CA08, sceSysregUartClkEnable
  0xA3E4154C, sceSysregUartClkDisable
  0xE8533DCA, sceSysreg_driver_E8533DCA
  0xF6D83AD0, sceSysreg_driver_F6D83AD0
  0xA9CD1C1F, sceSysregAudioClkEnable
  0x2F216F38, sceSysregAudioClkDisable
  0xA24C242A, sceSysregLcdcClkEnable
  0xE89243BE, sceSysregLcdcClkDisable
  0x7DCA8302, sceSysregPwmClkEnable
  0x45225F8F, sceSysregPwmClkDisable
  0xD74D3AB6, sceSysregKeyClkEnable
  0xAD7C4ACB, sceSysregKeyClkDisable
  0xDC68A93F, sceSysregIicClkEnable
  0x94B0323C, sceSysregIicClkDisable
  0x6417CDD6, sceSysregSircsClkEnable
  0x20388C9E, sceSysregSircsClkDisable
  0xE3AECFFA, sceSysregGpioClkEnable
  0x3BBD0C0C, sceSysregGpioClkDisable
  0xC1DA05D2, sceSysreg_driver_C1DA05D2
  0xDE170397, sceSysreg_driver_DE170397
  0x1969E840, sceSysregMsifClkSelect
  0x1D382514, sceSysregMsifDelaySelect
  0x833E6FB1, sceSysregAtaClkSelect
  0x03340297, sceSysreg_driver_03340297
  0x9100B4E5, sceSysregAudioClkSelect
  0x0A83FC7B, sceSysreg_driver_0A83FC7B
  0xD6628A48, sceSysregSpiClkSelect
  0x1E18EA43, sceSysregLcdcClkSelect
  0x9DD1F821, sceSysregEmcsmIoEnable
  0x1C4C4C7A, sceSysregEmcsmIoDisable
  0xBC68D9B6, sceSysregUsbIoEnable
  0xA3C8E075, sceSysregUsbIoDisable
  0x79338EA3, sceSysregAtaIoEnable
  0xCADB92AA, sceSysregAtaIoDisable
  0xD74F1D48, sceSysregMsifIoEnable
  0x18172C6A, sceSysregMsifIoDisable
  0x63B1AADF, sceSysregLcdcIoEnable
  0xF74F14E9, sceSysregLcdcIoDisable
  0xBB26CF1F, sceSysregAudioIoEnable
  0x8E2FB536, sceSysregAudioIoDisable
  0x0436B60F, sceSysregIicIoEnable
  0x58F47EFD, sceSysregIicIoDisable
  0x4C49A8BC, sceSysregSircsIoEnable
  0x26FA0928, sceSysregSircsIoDisable
  0xF844DDF3, sceSysreg_driver_F844DDF3
  0x29A119A1, sceSysreg_driver_29A119A1
  0x77DED992, sceSysregKeyIoEnable
  0x6879790B, sceSysregKeyIoDisable
  0x7A5D2D15, sceSysregPwmIoEnable
  0x25B0AC52, sceSysregPwmIoDisable
  0x7FD7A631, sceSysregUartIoEnable
  0xBB823481, sceSysregUartIoDisable
  0x8C5C53DE, sceSysregSpiIoEnable
  0xA16E55F4, sceSysregSpiIoDisable
  0xB627582E, sceSysregGpioIoEnable
  0x1E9C3607, sceSysregGpioIoDisable
  0x55B18B84, sceSysreg_driver_55B18B84
  0x2112E686, sceSysreg_driver_2112E686
  0x7B9E9A53, sceSysreg_driver_7B9E9A53
  0x7BDF0556, sceSysreg_driver_7BDF0556
  0x8D0FED1E, sceSysreg_driver_8D0FED1E
  0xA46E9CA8, sceSysreg_driver_A46E9CA8
  0x633595F2, sceSysreg_driver_633595F2
  0x32471457, sceSysregUsbQueryIntr
  0x692F31FF, sceSysregUsbAcquireIntr
  0xD43E98F6, sceSysreg_driver_D43E98F6
  0xBF91FBDA, sceSysreg_driver_BF91FBDA
  0x36A75390, sceSysreg_driver_36A75390
  0x25673620, sceSysregIntrInit
  0x4EE8E2C8, sceSysregIntrEnd
  0x61BFF85F, sceSysregInterruptToOther
  0x9FC87ED4, sceSysregSemaTryLock
  0x8BE2D520, sceSysregSemaUnlock
  0x083F56E2, sceSysregEnableIntr
  0x7C5B543C, sceSysregDisableIntr
  0x3EA188AD, sceSysregRequestIntr
  0x5664F8B5, sceSysreg_driver_5664F8B5
  0x44704E1D, sceSysreg_driver_44704E1D
  0x584AD989, sceSysreg_driver_584AD989
  0x377F035F, sceSysreg_driver_377F035F
  0xAB3185FD, sceSysreg_driver_AB3185FD
  0x0EA487FA, sceSysreg_driver_0EA487FA
  0x136E8F5A, sceSysreg_driver_136E8F5A
  0xF4811E00, sceSysreg_driver_F4811E00
SysTimerForKernel
  0xC99073E3, sceSTimerAlloc
  0xC105CF38, sceSTimerFree
  0xB53534B4, SysTimerForKernel_B53534B4
  0x975D8E84, sceSTimerSetHandler
  0xA95143E2, sceSTimerStartCount
  0x4A01F9D3, sceSTimerStopCount
  0x54BB5DB4, sceSTimerResetCount
  0x228EDAE4, sceSTimerGetCount
  0x53231A15, SysTimerForKernel_53231A15
ThreadManForUser
  0x6E9EA350, _sceKernelReturnFromCallback
  0x0C106E53, sceKernelRegisterThreadEventHandler
  0x72F3C145, sceKernelReleaseThreadEventHandler
  0x369EEB6B, sceKernelReferThreadEventHandlerStatus
  0xE81CAF8F, sceKernelCreateCallback
  0xEDBA5844, sceKernelDeleteCallback
  0xC11BA8C4, sceKernelNotifyCallback
  0xBA4051D6, sceKernelCancelCallback
  0x2A3D44FF, sceKernelGetCallbackCount
  0x349D6D6C, sceKernelCheckCallback
  0x730ED8BC, sceKernelReferCallbackStatus
  0x9ACE131E, sceKernelSleepThread
  0x82826F70, sceKernelSleepThreadCB
  0xD59EAD2F, sceKernelWakeupThread
  0xFCCFAD26, sceKernelCancelWakeupThread
  0x9944F31F, sceKernelSuspendThread
  0x75156E8F, sceKernelResumeThread
  0x278C0DF5, sceKernelWaitThreadEnd
  0x840E8133, sceKernelWaitThreadEndCB
  0xCEADEB47, sceKernelDelayThread
  0x68DA9E36, sceKernelDelayThreadCB
  0xBD123D9E, sceKernelDelaySysClockThread
  0x1181E963, sceKernelDelaySysClockThreadCB
  0xD6DA4BA1, sceKernelCreateSema
  0x28B6489C, sceKernelDeleteSema
  0x3F53E640, sceKernelSignalSema
  0x4E3A1105, sceKernelWaitSema
  0x6D212BAC, sceKernelWaitSemaCB
  0x58B1F937, sceKernelPollSema
  0x8FFDF9A2, sceKernelCancelSema
  0xBC6FEBC5, sceKernelReferSemaStatus
  0x55C20A00, sceKernelCreateEventFlag
  0xEF9E4C70, sceKernelDeleteEventFlag
  0x1FB15A32, sceKernelSetEventFlag
  0x812346E4, sceKernelClearEventFlag
  0x402FCF22, sceKernelWaitEventFlag
  0x328C546A, sceKernelWaitEventFlagCB
  0x30FD48F0, sceKernelPollEventFlag
  0xCD203292, sceKernelCancelEventFlag
  0xA66B0120, sceKernelReferEventFlagStatus
  0x8125221D, sceKernelCreateMbx
  0x86255ADA, sceKernelDeleteMbx
  0xE9B3061E, sceKernelSendMbx
  0x18260574, sceKernelReceiveMbx
  0xF3986382, sceKernelReceiveMbxCB
  0x0D81716A, sceKernelPollMbx
